disease,drug,num_trials,primary_pos_trials,safety_flag_trials,conclusion,nct_ids,normalized_drug,is_gold_indication,is_gold_contraindication
Neonatal cholestasis,LUM001,2,0,1,禁忌信号,NCT01903460|NCT02057692,lum001,1,1
Neonatal cholestasis,LUM001 (Maralixibat),3,1,0,适应症线索,NCT02047318|NCT02117713|NCT02160782,lum001,1,1
Neonatal cholestasis,magnesium gluconate,1,0,0,证据不足,NCT00007033,magnesium gluconate,0,0
Neonatal cholestasis,magnesium sulfate,1,0,0,证据不足,NCT00007033,magnesium,0,0
Neonatal cholestasis,Maralixibat,1,0,0,证据不足,NCT04729751,maralixibat,0,0
Neonatal cholestasis,maralixibat,1,0,0,证据不足,NCT04530994,maralixibat,0,0
Neonatal cholestasis,Meropenem Injection,1,0,0,证据不足,NCT04370145,meropenem injection,0,0
Neonatal cholestasis,N-Acetylcysteine,1,0,0,证据不足,NCT06260566,n-acetylcysteine,0,0
Neonatal cholestasis,Odevixibat,2,1,1,可能适应症且需注意安全,NCT04674761|NCT05035030,odevixibat,1,0
Neonatal cholestasis,Omegaven,2,0,0,证据不足,NCT02370251|NCT03072667,omegaven,0,0
Neonatal cholestasis,Questran,1,0,0,证据不足,NCT02963077,questran,0,0
Neonatal cholestasis,sincalide,1,0,0,证据不足,NCT00004414,sincalide,0,0
Neonatal cholestasis,SMOFlipid,1,0,0,证据不足,NCT02721277,smoflipid,0,0
Neonatal cholestasis,Smoflipid 20% Lipid Emulsion for Injection,1,0,0,证据不足,NCT03387579,smoflipid 20% lipid emulsion for injection,0,0
Neonatal cholestasis,Sulperazon,1,0,0,证据不足,NCT04370145,sulperazon,0,0
Neonatal cholestasis,TAK-625,1,0,0,证据不足,NCT05543174,tak-625,0,0
Neonatal cholestasis,Teicoplanin,1,0,0,证据不足,NCT04370145,teicoplanin,0,0
Neonatal cholestasis,Ursodiol,1,0,0,证据不足,NCT00846963,ursodiol,0,0
Neonatal cholestasis,ursodiol,1,0,0,证据不足,NCT00004315,ursodiol,0,0
Neurotransmitter disorders,"(2R,6R)-hydroxynorketamine (0.25 to 2.0 mg/kg)",1,0,0,证据不足,NCT06511908,(2r + 6r)-hydroxynorketamine (0.25 to + kg),0,0
Neurotransmitter disorders,[68Ga]RM2,1,0,0,证据不足,NCT02483884,[68ga]rm2,0,0
Neurotransmitter disorders,Active Aprepitant,1,0,0,证据不足,NCT01204723,active aprepitant,0,0
Neurotransmitter disorders,APH-1501,1,0,0,证据不足,NCT03813095,aph-1501,0,0
Neurotransmitter disorders,Aripiprazole,1,0,0,证据不足,NCT01710163,aripiprazole,0,0
Neurotransmitter disorders,BNC,1,0,0,证据不足,NCT01747213,bnc,0,0
Neurotransmitter disorders,Clonidine,1,0,0,证据不足,NCT03396588,clonidine,0,0
Neurotransmitter disorders,Comparator,1,0,0,证据不足,NCT02227368,comparator,0,0
Neurotransmitter disorders,CX516 (Ampalex),1,0,0,证据不足,NCT00001662,cx516,0,0
Neurotransmitter disorders,Desloratadine,1,1,1,可能适应症且需注意安全,NCT01916967,desloratadine,1,0
Neurotransmitter disorders,Desloratadine 5 mg,1,0,0,证据不足,NCT01918033,desloratadine,1,0
Neurotransmitter disorders,Detemir,1,0,0,证据不足,NCT01239550,detemir,0,0
Neurotransmitter disorders,Dextroamphetamine,1,0,0,证据不足,NCT02634684,dextroamphetamine,0,0
Neurotransmitter disorders,Diltiazem,1,0,0,证据不足,NCT02695992,diltiazem,0,0
Neurotransmitter disorders,Doxazosin,1,0,0,证据不足,NCT01953432,doxazosin,0,0
Neurotransmitter disorders,Duloxetine,1,0,0,证据不足,NCT04178993,duloxetine,0,0
Neurotransmitter disorders,Escitalopram,2,1,0,适应症线索,NCT01728194|NCT05389046,escitalopram,1,0
Neurotransmitter disorders,Escitalopram+Aripiprazole,1,0,0,证据不足,NCT05389046,aripiprazole + escitalopram,0,0
Neurotransmitter disorders,Escitalopram+Aripiprazole+omega-3 PUFAs,1,0,0,证据不足,NCT05389046,aripiprazole + escitalopram + omega-3 pufas,0,0
Neurotransmitter disorders,Escitalopram+omega-3 PUFAs,1,0,0,证据不足,NCT05389046,escitalopram + omega-3 pufas,0,0
Neurotransmitter disorders,Guanfacine Extended Release,1,0,0,证据不足,NCT05657860,guanfacine extended release,0,0
Neurotransmitter disorders,Icatibant (30 mg),1,0,0,证据不足,NCT02045264,icatibant (),0,0
Neurotransmitter disorders,Intravenous Ketamine,1,0,0,证据不足,NCT05991232,intravenous ketamine,0,0
Neurotransmitter disorders,INVEGA SUSTENNA,1,0,0,证据不足,NCT04922593,invega sustenna,0,0
Neurotransmitter disorders,Ketamine,2,0,0,证据不足,NCT02577250|NCT04032301,ketamine,0,0
Neurotransmitter disorders,Ketorolac 10 Mg Oral Tablet,1,0,0,证据不足,NCT06150898,ketorolac oral tablet,0,0
Neurotransmitter disorders,KuvanTM Therapy,1,1,0,适应症线索,NCT00688844,kuvantm therapy,1,0
Neurotransmitter disorders,Latanoprost 0.005% Ophthalmic Solution,1,0,0,证据不足,NCT04412096,latanoprost 0.005% ophthalmic solution,0,0
Neurotransmitter disorders,lidocaine infusion,1,0,0,证据不足,NCT04622904,lidocaine infusion,0,0
Neurotransmitter disorders,lidocaine-ketamine infusion,1,0,0,证据不足,NCT04622904,lidocaine-ketamine infusion,0,0
Neurotransmitter disorders,lidocaine-magnesium infusion,1,0,0,证据不足,NCT04622904,lidocaine-magnesium infusion,0,0
Neurotransmitter disorders,Lithium,1,0,0,证据不足,NCT01710163,lithium,0,0
Neurotransmitter disorders,LY03005,3,0,0,证据不足,NCT03357796|NCT03733574|NCT03822065,ly03005,0,0
Neurotransmitter disorders,"LY03010 156 mg treatment group, deltoid",1,0,0,证据不足,NCT05321602,deltoid + ly03010 treatment group,0,0
Neurotransmitter disorders,"LY03010 156 mg treatment group, gluteal",1,0,0,证据不足,NCT05321602,gluteal + ly03010 treatment group,0,0
Neurotransmitter disorders,"LY03010 351 mg treatment group, deltoid",1,0,0,证据不足,NCT05321602,deltoid + ly03010 treatment group,0,0
Neurotransmitter disorders,"LY03010 351 mg treatment group, gluteal",1,0,0,证据不足,NCT05321602,gluteal + ly03010 treatment group,0,0
Neurotransmitter disorders,LY03010; paliperidone palmitate,1,0,0,证据不足,NCT04922593,ly03010; paliperidone palmitate,0,0
Neurotransmitter disorders,MDMA,1,0,0,证据不足,NCT05138068,mdma,0,0
Neurotransmitter disorders,Methamphetamine,1,0,0,证据不足,NCT04178993,methamphetamine,0,0
Neurotransmitter disorders,Methylphenidate,1,0,0,证据不足,NCT04178993,methylphenidate,0,0
Neurotransmitter disorders,Metoprolol,1,0,0,证据不足,NCT02695992,metoprolol,0,0
Neurotransmitter disorders,Metoprolol XL,1,0,0,证据不足,NCT01049009,metoprolol xl,0,0
Neurotransmitter disorders,Midazolam,1,0,0,证据不足,NCT05610969,midazolam,0,0
Neurotransmitter disorders,Modafinil and PET (brain imaging),1,0,0,证据不足,NCT00701532,modafinil + pet,0,0
Neurotransmitter disorders,Morphine,1,0,0,证据不足,NCT03396588,morphine,0,0
Neurotransmitter disorders,Morphine Sulfate,1,0,0,证据不足,NCT05143424,morphine,0,0
Neurotransmitter disorders,Nebivolol,1,0,0,证据不足,NCT01049009,nebivolol,0,0
Neurotransmitter disorders,nebulized ketamine,1,0,0,证据不足,NCT06752759,nebulized ketamine,0,0
Neurotransmitter disorders,Omeprazole 20mg Capsule,1,0,0,证据不足,NCT06150898,omeprazole capsule,0,0
Neurotransmitter disorders,Placebo Aprepitant,1,0,0,证据不足,NCT01204723,placebo aprepitant,0,0
Neurotransmitter disorders,Placebo oral capsule,1,0,0,证据不足,NCT04178993,placebo oral capsule,0,0
Neurotransmitter disorders,Posiphen,1,0,1,禁忌信号,NCT04524351,posiphen,0,1
Neurotransmitter disorders,Pregabalin 75mg,1,0,0,证据不足,NCT06150898,pregabalin,0,0
Neurotransmitter disorders,Pristiq,2,0,0,证据不足,NCT03357796|NCT03733574,pristiq,0,0
Neurotransmitter disorders,Ropinirole Implant,1,0,0,证据不足,NCT03250117,ropinirole implant,0,0
Neurotransmitter disorders,Ropinirole oral product,1,0,0,证据不足,NCT03250117,ropinirole oral product,0,0
Neurotransmitter disorders,sapropterin dihydrochloride,1,0,0,证据不足,NCT01274026,sapropterin dihydrochloride,0,0
Neurotransmitter disorders,SGS-742,1,0,1,禁忌信号,NCT02019667,sgs-742,0,1
Neurotransmitter disorders,Sodium Benzoate 2gram/day,1,0,0,证据不足,NCT06340789,day + sodium benzoate 2gram,0,0
Neurotransmitter disorders,Ticagrelor,1,0,0,证据不足,NCT02227368,ticagrelor,0,0
Neurotransmitter disorders,Timolol 0.5% ophthalmic solution,1,0,0,证据不足,NCT04412096,timolol 0.5% ophthalmic solution,0,0
Neurotransmitter disorders,Tizanidine,1,0,0,证据不足,NCT06666673,tizanidine,0,0
Neurotransmitter disorders,VTS-K,1,0,0,证据不足,NCT05615948,vts-k,0,0
Primary ciliary dyskinesia,Albuterol,1,1,0,适应症线索,NCT04901715,albuterol,1,0
Primary ciliary dyskinesia,Hypertonic Saline,1,0,0,证据不足,NCT02871778,hypertonic saline,0,0
Primary ciliary dyskinesia,Ivacaftor,1,0,1,禁忌信号,NCT02871778,ivacaftor,0,1
Primary ciliary dyskinesia,Placebo (0.17% saline),1,0,0,证据不足,NCT02871778,placebo (0.17% saline),0,0
Primary ciliary dyskinesia,RCT1100,3,0,0,证据不足,NCT05737485|NCT06600425|NCT06633757,rct1100,0,0
Primary ciliary dyskinesia,Salbutamol,1,0,0,证据不足,NCT05932316,salbutamol,0,0
Primary ciliary dyskinesia,VX-371,1,1,1,可能适应症且需注意安全,NCT02871778,vx-371,1,0
Primary ciliary dyskinesia,VX-371 + HS,1,0,0,证据不足,NCT02871778,hs + vx-371,0,0
Primary membranoproliferative glomerulonephritis,Aliskiren,1,0,0,证据不足,NCT04183101,aliskiren,0,0
Primary membranoproliferative glomerulonephritis,ALXN1720,1,0,0,证据不足,NCT05314231,alxn1720,0,0
Primary membranoproliferative glomerulonephritis,APL-2,1,0,0,证据不足,NCT03453619,apl-2,0,0
Primary membranoproliferative glomerulonephritis,Avacopan,1,0,1,禁忌信号,NCT03301467,avacopan,0,1
Primary membranoproliferative glomerulonephritis,Avacopan Matching Placebo,1,0,0,证据不足,NCT03301467,avacopan matching placebo,0,0
Primary membranoproliferative glomerulonephritis,BCX9930,1,0,0,证据不足,NCT05162066,bcx9930,0,0
Primary membranoproliferative glomerulonephritis,Belimumab Injection,1,0,0,证据不足,NCT03747159,belimumab injection,0,0
Primary membranoproliferative glomerulonephritis,CDX-1135,1,0,0,证据不足,NCT01791686,cdx-1135,0,0
Primary membranoproliferative glomerulonephritis,Cyclosporin,1,0,0,证据不足,NCT03180723,cyclosporin,0,0
Primary membranoproliferative glomerulonephritis,Danicopan,3,0,0,证据不足,NCT03124368|NCT03369236|NCT03459443,danicopan,0,0
Primary membranoproliferative glomerulonephritis,Daratumumab,1,0,0,证据不足,NCT03095118,daratumumab,0,0
Primary membranoproliferative glomerulonephritis,Eculizumab,2,0,0,证据不足,NCT01221181|NCT02093533,eculizumab,0,0
Primary membranoproliferative glomerulonephritis,Enalapril,1,0,0,证据不足,NCT04183101,enalapril,0,0
Primary membranoproliferative glomerulonephritis,iptacopan,1,0,0,证据不足,NCT05755386,iptacopan,0,0
Primary membranoproliferative glomerulonephritis,LNP023,1,0,0,证据不足,NCT03955445,lnp023,0,0
Primary membranoproliferative glomerulonephritis,Pegcetacoplan,4,1,1,可能适应症且需注意安全,NCT04572854|NCT04729062|NCT05067127|NCT05809531,pegcetacoplan,1,0
Primary membranoproliferative glomerulonephritis,Rituximab,2,0,0,证据不足,NCT00275613|NCT03180723,rituximab,0,0
Primary membranoproliferative glomerulonephritis,SGB-9768,1,0,0,证据不足,NCT06786338,sgb-9768,0,0
Rod-cone dystrophy,ACDN-01,1,0,0,证据不足,NCT06467344,acdn-01,0,0
Rod-cone dystrophy,Antioxidants,1,0,0,证据不足,NCT01773278,antioxidants,0,0
Rod-cone dystrophy,application of granulocyte stimulating factor,1,0,0,证据不足,NCT05628272,application of granulocyte stimulating factor,0,0
Rod-cone dystrophy,Botulinum toxin A,1,0,0,证据不足,NCT01091727,botulinum toxin a,0,0
Rod-cone dystrophy,Cholesterol,1,0,0,证据不足,NCT01773278,cholesterol,0,0
Rod-cone dystrophy,DF-003,1,0,0,证据不足,NCT06395285,df-003,0,0
Rod-cone dystrophy,Interferon gamma-1b,1,0,0,证据不足,NCT02338973,interferon gamma-1b,0,0
Rod-cone dystrophy,rhNGF 180 µg/ml eye drops solution,1,0,1,禁忌信号,NCT02110225,ml eye drops solution + rhngf 180 µg,0,1
Rod-cone dystrophy,rhNGF 60 µg/ml eye drops solution,1,0,1,禁忌信号,NCT02110225,ml eye drops solution + rhngf 60 µg,0,1
Rod-cone dystrophy,SPVN06,1,0,0,证据不足,NCT05748873,spvn06,0,0
Severe hypertriglyceridaemia,AKR-963,1,0,0,证据不足,NCT01229566,akr-963,0,0
Severe hypertriglyceridaemia,ARI-3037MO,1,0,0,证据不足,NCT02250105,ari-3037mo,0,0
Severe hypertriglyceridaemia,ARO-APOC3,2,0,0,证据不足,NCT03783377|NCT04720534,aro-apoc3,0,0
Severe hypertriglyceridaemia,CaPre,2,0,0,证据不足,NCT03361501|NCT03398005,capre,0,0
Severe hypertriglyceridaemia,CAT-2003,1,0,0,证据不足,NCT01968720,cat-2003,0,0
Severe hypertriglyceridaemia,conservative treatment,1,0,0,证据不足,NCT02622854,conservative treatment,0,0
Severe hypertriglyceridaemia,Corn Oil,1,0,0,证据不足,NCT02625870,corn oil,0,0
Severe hypertriglyceridaemia,DR10624 Injection,1,0,0,证据不足,NCT06555640,dr10624 injection,0,0
Severe hypertriglyceridaemia,Epanova,2,1,0,适应症线索,NCT02009865|NCT02189252,epanova,1,0
Severe hypertriglyceridaemia,Epanova (4 g) and Lovaza (4 g),1,0,0,证据不足,NCT01208961,epanova () + lovaza (),0,0
Severe hypertriglyceridaemia,Ethyl Icosapentate,1,0,0,证据不足,NCT04239950,ethyl icosapentate,0,0
Severe hypertriglyceridaemia,Evinacumab,1,0,0,证据不足,NCT06500598,evinacumab,0,1
Severe hypertriglyceridaemia,evinacumab,2,0,2,禁忌信号,NCT03452228|NCT04863014,evinacumab,0,1
Severe hypertriglyceridaemia,Fenofibrate,4,0,0,证据不足,NCT01594983|NCT03001817|NCT03011450|NCT05883865,fenofibrate,0,0
Severe hypertriglyceridaemia,Fish Oil,1,0,0,证据不足,NCT01594983,fish oil,0,0
Severe hypertriglyceridaemia,Gemcabene,1,1,1,可能适应症且需注意安全,NCT02944383,gemcabene,1,0
Severe hypertriglyceridaemia,Insulin,1,0,0,证据不足,NCT03501680,insulin,0,0
Severe hypertriglyceridaemia,ISIS apoC-III Rx,1,0,0,证据不足,NCT01529424,isis apoc-iii rx,0,0
Severe hypertriglyceridaemia,K-877,2,2,0,适应症线索,NCT03001817|NCT03011450,k-877,1,0
Severe hypertriglyceridaemia,LCQ908,2,0,0,证据不足,NCT01146522|NCT01594983,lcq908,0,0
Severe hypertriglyceridaemia,Lovaza,1,0,0,证据不足,NCT02189252,lovaza,0,0
Severe hypertriglyceridaemia,Lovaza (4 g) and Epanova (4 g),1,0,0,证据不足,NCT01208961,epanova () + lovaza (),0,0
Severe hypertriglyceridaemia,MAT9001 (omega-3 pentaenoic acid),1,0,0,证据不足,NCT04662528,mat9001,0,0
Severe hypertriglyceridaemia,Metformin Eicosapentaenoate,1,0,0,证据不足,NCT02113163,metformin eicosapentaenoate,0,0
Severe hypertriglyceridaemia,Metformin HCl and Vascepa,1,0,0,证据不足,NCT02113163,metformin hcl + vascepa,0,0
Severe hypertriglyceridaemia,mibavademab,1,0,0,证据不足,NCT06548100,mibavademab,0,0
Severe hypertriglyceridaemia,Olezarsen,5,0,0,证据不足,NCT05079919|NCT05355402|NCT05552326|NCT05610280|NCT05681351,olezarsen,0,0
Severe hypertriglyceridaemia,Olive Oil,1,1,0,适应症线索,NCT02009865,olive oil,1,0
Severe hypertriglyceridaemia,omefas,1,1,1,可能适应症且需注意安全,NCT01242527,omefas,1,0
Severe hypertriglyceridaemia,Omega-3-Acid Ethyl Esters 90 Soft Capsules,1,0,0,证据不足,NCT02625870,omega-3-acid ethyl esters 90 soft capsules,0,0
Severe hypertriglyceridaemia,Pegozafermin,2,1,1,可能适应症且需注意安全,NCT04541186|NCT05852431,pegozafermin,1,0
Severe hypertriglyceridaemia,Placebo (for Fenofibrate),1,0,0,证据不足,NCT03001817,placebo,0,0
Severe hypertriglyceridaemia,Placebo (for K-877),2,0,0,证据不足,NCT03001817|NCT03011450,placebo,0,0
Severe hypertriglyceridaemia,Placebo of fenofibrate,1,0,0,证据不足,NCT01594983,placebo of fenofibrate,0,0
Severe hypertriglyceridaemia,Placebo of fish oil,1,0,0,证据不足,NCT01594983,placebo of fish oil,0,0
Severe hypertriglyceridaemia,Placebo of LCQ908,1,0,0,证据不足,NCT01594983,placebo of lcq908,0,0
Severe hypertriglyceridaemia,Plozasiran,1,0,0,证据不足,NCT06880770,plozasiran,0,0
Severe hypertriglyceridaemia,Plozasiran Injection,2,0,0,证据不足,NCT06347003|NCT06347016,plozasiran injection,0,0
Severe hypertriglyceridaemia,SC401B 2 capsules,1,0,0,证据不足,NCT01997268,sc401b 2 capsules,0,0
Severe hypertriglyceridaemia,SC401B 4 capsules,1,0,0,证据不足,NCT01997268,sc401b 4 capsules,0,0
Severe hypertriglyceridaemia,SC401B 6 capsules,1,0,0,证据不足,NCT01997268,sc401b 6 capsules,0,0
Severe hypertriglyceridaemia,sterile normal saline (0.9% NaCl),1,0,0,证据不足,NCT03783377,sterile normal saline (0.9% nacl),0,0
