disease,drug,num_trials,primary_pos_trials,safety_flag_trials,conclusion,nct_ids,normalized_drug,is_gold_indication,is_gold_contraindication
Neurotransmitter disorders,Methamphetamine,1,0,0,证据不足,NCT04178993,methamphetamine,0,0
Neurotransmitter disorders,Methylphenidate,1,0,0,证据不足,NCT04178993,methylphenidate,0,0
Neurotransmitter disorders,Metoprolol,1,0,0,证据不足,NCT02695992,metoprolol,0,0
Neurotransmitter disorders,Metoprolol XL,1,0,0,证据不足,NCT01049009,metoprolol xl,0,0
Neurotransmitter disorders,Midazolam,1,0,0,证据不足,NCT05610969,midazolam,0,0
Neurotransmitter disorders,Modafinil and PET (brain imaging),1,0,0,证据不足,NCT00701532,modafinil + pet,0,0
Neurotransmitter disorders,Morphine,1,0,0,证据不足,NCT03396588,morphine,0,0
Neurotransmitter disorders,Morphine Sulfate,1,0,0,证据不足,NCT05143424,morphine,0,0
Neurotransmitter disorders,Nebivolol,1,0,0,证据不足,NCT01049009,nebivolol,0,0
Neurotransmitter disorders,nebulized ketamine,1,0,0,证据不足,NCT06752759,nebulized ketamine,0,0
Neurotransmitter disorders,Omeprazole 20mg Capsule,1,0,0,证据不足,NCT06150898,omeprazole capsule,0,0
Neurotransmitter disorders,Placebo Aprepitant,1,0,0,证据不足,NCT01204723,placebo aprepitant,0,0
Neurotransmitter disorders,Placebo oral capsule,1,0,0,证据不足,NCT04178993,placebo oral capsule,0,0
Neurotransmitter disorders,Posiphen,1,0,1,禁忌信号,NCT04524351,posiphen,0,1
Neurotransmitter disorders,Pregabalin 75mg,1,0,0,证据不足,NCT06150898,pregabalin,0,0
Neurotransmitter disorders,Pristiq,2,0,0,证据不足,NCT03357796|NCT03733574,pristiq,0,0
Neurotransmitter disorders,Ropinirole Implant,1,0,0,证据不足,NCT03250117,ropinirole implant,0,0
Neurotransmitter disorders,Ropinirole oral product,1,0,0,证据不足,NCT03250117,ropinirole oral product,0,0
Neurotransmitter disorders,sapropterin dihydrochloride,1,0,0,证据不足,NCT01274026,sapropterin dihydrochloride,0,0
Neurotransmitter disorders,SGS-742,1,0,1,禁忌信号,NCT02019667,sgs-742,0,1
Neurotransmitter disorders,Sodium Benzoate 2gram/day,1,0,0,证据不足,NCT06340789,day + sodium benzoate 2gram,0,0
Neurotransmitter disorders,Ticagrelor,1,0,0,证据不足,NCT02227368,ticagrelor,0,0
Neurotransmitter disorders,Timolol 0.5% ophthalmic solution,1,0,0,证据不足,NCT04412096,timolol 0.5% ophthalmic solution,0,0
Neurotransmitter disorders,Tizanidine,1,0,0,证据不足,NCT06666673,tizanidine,0,0
Neurotransmitter disorders,VTS-K,1,0,0,证据不足,NCT05615948,vts-k,0,0
Non-CF bronchiectasis,7% Hypertonic Saline via nebulization,1,0,0,证据不足,NCT06242795,7% hypertonic saline via nebulization,0,0
Non-CF bronchiectasis,ALX-009,1,0,0,证据不足,NCT02598999,alx-009,0,0
Non-CF bronchiectasis,An'ningpai,1,0,0,证据不足,NCT04511897,an'ningpai,0,0
Non-CF bronchiectasis,AZLI,2,1,2,可能适应症且需注意安全,NCT01313624|NCT01314716,azli,1,0
Non-CF bronchiectasis,BAY85-8501,1,0,0,证据不足,NCT01818544,bay85-8501,0,0
Non-CF bronchiectasis,bLF,1,0,0,证据不足,NCT02598999,blf,0,0
Non-CF bronchiectasis,Brensocatib 10 mg,1,1,1,可能适应症且需注意安全,NCT03218917,brensocatib,1,0
Non-CF bronchiectasis,Brensocatib 25 mg,1,1,0,适应症线索,NCT03218917,brensocatib,1,0
Non-CF bronchiectasis,CHF 6333,1,0,0,证据不足,NCT04010799,chf 6333,0,0
Non-CF bronchiectasis,Cholecalciferol (vitaminD3),1,0,0,证据不足,NCT04411901,cholecalciferol,0,0
Non-CF bronchiectasis,Ciprofloxacin (BAYQ3939) dry powder for inhalation,1,0,0,证据不足,NCT02106832,ciprofloxacin dry powder for inhalation,0,0
Non-CF bronchiectasis,Ciprofloxacin dispersion for inhalation,2,0,0,证据不足,NCT01515007|NCT02104245,ciprofloxacin dispersion for inhalation,0,0
Non-CF bronchiectasis,Ciprofloxacin DPI (BAYQ3939),1,1,0,适应症线索,NCT01764841,ciprofloxacin dpi,1,0
Non-CF bronchiectasis,inhaled corticosteroid therapy,1,0,0,证据不足,NCT02714283,inhaled corticosteroid therapy,0,0
Non-CF bronchiectasis,LABA/LAMA or Placebo inhalation,1,0,0,证据不足,NCT04509661,laba + lama or placebo inhalation,0,0
Non-CF bronchiectasis,macrolide therapy,1,0,0,证据不足,NCT02714283,macrolide therapy,0,0
Non-CF bronchiectasis,Nebulized 5% Hypertonic saline,1,0,0,证据不足,NCT04765033,nebulized 5% hypertonic saline,0,0
Non-CF bronchiectasis,Oral roflumilast,1,0,0,证据不足,NCT03428334,oral roflumilast,0,0
Non-CF bronchiectasis,OSCN-,1,0,0,证据不足,NCT02598999,oscn-,0,0
Non-CF bronchiectasis,Roflumilast Oral Tablet,1,0,0,证据不足,NCT04322929,roflumilast oral tablet,0,0
Non-CF bronchiectasis,S-1226,1,0,0,证据不足,NCT03903913,s-1226,0,0
Non-CF bronchiectasis,Saline 0.9% inhalation solution,1,0,0,证据不足,NCT02657473,saline 0.9% inhalation solution,0,0
Non-CF bronchiectasis,tobramycin inhalation solution,1,0,0,证据不足,NCT02657473,tobramycin inhalation solution,0,0
Non-CF bronchiectasis,Xenon,1,0,0,证据不足,NCT04793867,xenon,0,0
Noonan syndrome,BR790+anlotinib,1,0,0,证据不足,NCT05715398,anlotinib + br790,0,0
Noonan syndrome,Capmatinib,1,0,0,证据不足,NCT02587650,capmatinib,0,0
Noonan syndrome,Ceritinib,1,0,0,证据不足,NCT02587650,ceritinib,0,0
Noonan syndrome,Cetuximab,1,0,0,证据不足,NCT04670679,cetuximab,0,0
Noonan syndrome,Chemotherapeutic Agent,1,0,0,证据不足,NCT05566795,chemotherapeutic agent,0,0
Noonan syndrome,Cobimetinib,1,0,0,证据不足,NCT03989115,cobimetinib,0,0
Noonan syndrome,Drug: Osimertinib,1,0,0,证据不足,NCT03989115,drug: osimertinib,0,0
Noonan syndrome,Entrectinib,1,0,0,证据不足,NCT02587650,entrectinib,0,0
Noonan syndrome,ERAS-007,1,0,0,证据不足,NCT04959981,eras-007,0,0
Noonan syndrome,ERAS-601,2,0,0,证据不足,NCT04670679|NCT04959981,eras-601,0,0
Noonan syndrome,Human Growth Hormone,1,0,0,证据不足,NCT06668805,human growth hormone,0,0
Noonan syndrome,Irinotecan Hydrochloride,1,0,0,证据不足,NCT01787500,irinotecan,0,0
Noonan syndrome,JAB-3068,2,0,0,证据不足,NCT03518554|NCT03565003,jab-3068,0,0
Noonan syndrome,JAB-3312,2,0,0,证据不足,NCT04045496|NCT04121286,jab-3312,0,0
Noonan syndrome,Lamotrigine,1,0,0,证据不足,NCT03504501,lamotrigine,0,0
Noonan syndrome,"MAXOMAT ®, biosynthetic growth hormone",1,0,0,证据不足,NCT00452725,biosynthetic growth hormone + maxomat ®,0,0
Noonan syndrome,MEK162,2,0,0,证据不足,NCT01556568|NCT01885195,mek162,0,0
Noonan syndrome,Norditropin,1,0,0,证据不足,NCT05308927,norditropin,0,0
Noonan syndrome,Norditropin®,1,0,0,证据不足,NCT05330325,norditropin®,0,0
Noonan syndrome,Osimertinib,1,0,0,证据不足,NCT04959981,osimertinib,0,0
Noonan syndrome,Pembrolizumab,1,0,0,证据不足,NCT04670679,pembrolizumab,0,0
Noonan syndrome,Regorafenib,1,0,0,证据不足,NCT02587650,regorafenib,0,0
Noonan syndrome,rhIGF-1/rhIGFBP-3,1,0,0,证据不足,NCT00351221,rhigf-1 + rhigfbp-3,0,0
Noonan syndrome,RLY-1971,1,0,0,证据不足,NCT04252339,rly-1971,0,0
Noonan syndrome,RMC-4630,2,0,0,证据不足,NCT03634982|NCT03989115,rmc-4630,0,0
Noonan syndrome,Somapacitan,2,0,0,证据不足,NCT05330325|NCT05723835,somapacitan,0,0
Noonan syndrome,somatropin,4,1,0,适应症线索,NCT00960128|NCT01529840|NCT01529944|NCT01927861,somatropin,1,0
Noonan syndrome,Somatropin,1,0,0,证据不足,NCT03435627,somatropin,1,0
Noonan syndrome,Sotorasib,1,0,0,证据不足,NCT04959981,sotorasib,0,0
Noonan syndrome,Standard therapy,1,0,0,证据不足,NCT06555237,standard therapy,0,0
Noonan syndrome,TNO155,1,0,0,证据不足,NCT03114319,tno155,0,0
Noonan syndrome,TNO155 in combination with EGF816 (nazartinib),1,0,0,证据不足,NCT03114319,tno155 in combination with egf816,0,0
Noonan syndrome,Tovorafenib,1,0,0,证据不足,NCT05566795,tovorafenib,0,0
Noonan syndrome,Trametinib tablet,1,0,0,证据不足,NCT06555237,trametinib tablet,0,0
Noonan syndrome,Vemurafenib,1,0,0,证据不足,NCT01787500,vemurafenib,0,0
Noonan syndrome,Vosoritide,1,0,0,证据不足,NCT04219007,vosoritide,0,0
Noonan syndrome,Vosoritide Injection,1,0,0,证据不足,NCT06668805,vosoritide injection,0,0
Osteogenesis imperfecta,AGA2115,2,0,0,证据不足,NCT06086613|NCT07062588,aga2115,0,0
Osteogenesis imperfecta,Alendronate,2,0,0,证据不足,NCT00159419|NCT02303873,alendronate,0,0
Osteogenesis imperfecta,Alternative osteoporosis medications,1,0,0,证据不足,NCT03638128,alternative osteoporosis medications,0,0
Osteogenesis imperfecta,Bisphosphonate,2,0,0,证据不足,NCT05768854|NCT05972551,bisphosphonate,0,0
Osteogenesis imperfecta,bisphosphonates,1,0,0,证据不足,NCT04115774,bisphosphonates,0,0
Osteogenesis imperfecta,Bone marrow-derived mesenchymal stromal cells (MSCs),1,0,0,证据不足,NCT05559801,bone marrow-derived mesenchymal stromal cells,0,0
Osteogenesis imperfecta,BPS804,2,0,0,证据不足,NCT01417091|NCT03216486,bps804,0,0
Osteogenesis imperfecta,Busulfan,1,0,0,证据不足,NCT00705120,busulfan,0,0
Osteogenesis imperfecta,Collagen-PVP,1,0,0,证据不足,NCT04019782,collagen-pvp,0,0
Osteogenesis imperfecta,Cyclophosphamide,1,0,0,证据不足,NCT00705120,cyclophosphamide,0,0
Osteogenesis imperfecta,Cyclosporin,1,0,0,证据不足,NCT00705120,cyclosporin,0,0
Osteogenesis imperfecta,Denosumab,3,0,0,证据不足,NCT01799798|NCT02352753|NCT03638128,denosumab,0,0
Osteogenesis imperfecta,Fresolimumab,1,0,0,证据不足,NCT03064074,fresolimumab,0,0
Osteogenesis imperfecta,Humatrope,1,0,0,证据不足,NCT00001305,humatrope,0,0
Osteogenesis imperfecta,pamidronate,1,0,0,证据不足,NCT00655681,pamidronate,0,0
Osteogenesis imperfecta,Pamidronate,1,0,0,证据不足,NCT00159419,pamidronate,0,0
Osteogenesis imperfecta,Pamidronate (Aredia),1,0,0,证据不足,NCT00005901,pamidronate,0,0
Osteogenesis imperfecta,Placebos,1,0,0,证据不足,NCT00131469,placebos,0,0
Osteogenesis imperfecta,RhPDGF-BB,1,0,0,证据不足,NCT06632418,rhpdgf-bb,0,0
Osteogenesis imperfecta,Risedronate Oral Tablet,1,0,0,证据不足,NCT04152551,risedronate oral tablet,0,0
Osteogenesis imperfecta,Risedronate Sodium,1,0,0,证据不足,NCT03208582,risedronate sodium,1,0
Osteogenesis imperfecta,risedronate sodium (Actonel),1,1,0,适应症线索,NCT00106028,risedronate sodium,1,0
Osteogenesis imperfecta,Romosozumab,2,0,0,证据不足,NCT04545554|NCT05972551,romosozumab,0,0
Osteogenesis imperfecta,SAR439459,1,0,0,证据不足,NCT05231668,sar439459,0,0
Osteogenesis imperfecta,setrusumab,1,1,1,可能适应症且需注意安全,NCT03118570,setrusumab,1,0
Osteogenesis imperfecta,Teriparatide,1,0,0,证据不足,NCT01679080,teriparatide,0,0
Osteogenesis imperfecta,Teriparatide (FORTEO),1,0,0,证据不足,NCT00131469,teriparatide,0,0
Osteogenesis imperfecta,Teriparatide Pen Injector,1,0,0,证据不足,NCT03735537,teriparatide pen injector,0,0
Osteogenesis imperfecta,Tranexamic acid,1,0,0,证据不足,NCT05321199,tranexamic acid,0,0
Osteogenesis imperfecta,Zoledronic Acid,5,0,0,证据不足,NCT00063479|NCT00131118|NCT00982124|NCT03169192|NCT03735537,zoledronic acid,0,0
Osteogenesis imperfecta,Zoledronic acid,1,0,0,证据不足,NCT01679080,zoledronic acid,0,0
Osteogenesis imperfecta,zoledronic acid (optional),1,0,0,证据不足,NCT03118570,zoledronic acid,0,0
Primary ciliary dyskinesia,Albuterol,1,1,0,适应症线索,NCT04901715,albuterol,1,0
Primary ciliary dyskinesia,Hypertonic Saline,1,0,0,证据不足,NCT02871778,hypertonic saline,0,0
Primary ciliary dyskinesia,Ivacaftor,1,0,1,禁忌信号,NCT02871778,ivacaftor,0,1
Primary ciliary dyskinesia,Placebo (0.17% saline),1,0,0,证据不足,NCT02871778,placebo (0.17% saline),0,0
Primary ciliary dyskinesia,RCT1100,3,0,0,证据不足,NCT05737485|NCT06600425|NCT06633757,rct1100,0,0
Primary ciliary dyskinesia,Salbutamol,1,0,0,证据不足,NCT05932316,salbutamol,0,0
Primary ciliary dyskinesia,VX-371,1,1,1,可能适应症且需注意安全,NCT02871778,vx-371,1,0
Primary ciliary dyskinesia,VX-371 + HS,1,0,0,证据不足,NCT02871778,hs + vx-371,0,0
Primary lymphoedema,Chemotherapy,1,1,0,适应症线索,NCT00589121,chemotherapy,1,0
Primary lymphoedema,Propranolol,1,0,0,证据不足,NCT02595996,propranolol,0,0
Primary membranoproliferative glomerulonephritis,Aliskiren,1,0,0,证据不足,NCT04183101,aliskiren,0,0
Primary membranoproliferative glomerulonephritis,ALXN1720,1,0,0,证据不足,NCT05314231,alxn1720,0,0
Primary membranoproliferative glomerulonephritis,APL-2,1,0,0,证据不足,NCT03453619,apl-2,0,0
Primary membranoproliferative glomerulonephritis,Avacopan,1,0,1,禁忌信号,NCT03301467,avacopan,0,1
Primary membranoproliferative glomerulonephritis,Avacopan Matching Placebo,1,0,0,证据不足,NCT03301467,avacopan matching placebo,0,0
Primary membranoproliferative glomerulonephritis,BCX9930,1,0,0,证据不足,NCT05162066,bcx9930,0,0
Primary membranoproliferative glomerulonephritis,Belimumab Injection,1,0,0,证据不足,NCT03747159,belimumab injection,0,0
Primary membranoproliferative glomerulonephritis,CDX-1135,1,0,0,证据不足,NCT01791686,cdx-1135,0,0
Primary membranoproliferative glomerulonephritis,Cyclosporin,1,0,0,证据不足,NCT03180723,cyclosporin,0,0
Primary membranoproliferative glomerulonephritis,Danicopan,3,0,0,证据不足,NCT03124368|NCT03369236|NCT03459443,danicopan,0,0
Primary membranoproliferative glomerulonephritis,Daratumumab,1,0,0,证据不足,NCT03095118,daratumumab,0,0
Primary membranoproliferative glomerulonephritis,Eculizumab,2,0,0,证据不足,NCT01221181|NCT02093533,eculizumab,0,0
Primary membranoproliferative glomerulonephritis,Enalapril,1,0,0,证据不足,NCT04183101,enalapril,0,0
Primary membranoproliferative glomerulonephritis,iptacopan,1,0,0,证据不足,NCT05755386,iptacopan,0,0
Primary membranoproliferative glomerulonephritis,LNP023,1,0,0,证据不足,NCT03955445,lnp023,0,0
Primary membranoproliferative glomerulonephritis,Pegcetacoplan,4,1,1,可能适应症且需注意安全,NCT04572854|NCT04729062|NCT05067127|NCT05809531,pegcetacoplan,1,0
Primary membranoproliferative glomerulonephritis,Rituximab,2,0,0,证据不足,NCT00275613|NCT03180723,rituximab,0,0
Primary membranoproliferative glomerulonephritis,SGB-9768,1,0,0,证据不足,NCT06786338,sgb-9768,0,0
Severe hypertriglyceridaemia,AKR-963,1,0,0,证据不足,NCT01229566,akr-963,0,0
Severe hypertriglyceridaemia,ARI-3037MO,1,0,0,证据不足,NCT02250105,ari-3037mo,0,0
Severe hypertriglyceridaemia,ARO-APOC3,2,0,0,证据不足,NCT03783377|NCT04720534,aro-apoc3,0,0
Severe hypertriglyceridaemia,CaPre,2,0,0,证据不足,NCT03361501|NCT03398005,capre,0,0
Severe hypertriglyceridaemia,CAT-2003,1,0,0,证据不足,NCT01968720,cat-2003,0,0
Severe hypertriglyceridaemia,conservative treatment,1,0,0,证据不足,NCT02622854,conservative treatment,0,0
Severe hypertriglyceridaemia,Corn Oil,1,0,0,证据不足,NCT02625870,corn oil,0,0
Severe hypertriglyceridaemia,DR10624 Injection,1,0,0,证据不足,NCT06555640,dr10624 injection,0,0
Severe hypertriglyceridaemia,Epanova,2,1,0,适应症线索,NCT02009865|NCT02189252,epanova,1,0
Severe hypertriglyceridaemia,Epanova (4 g) and Lovaza (4 g),1,0,0,证据不足,NCT01208961,epanova () + lovaza (),0,0
Severe hypertriglyceridaemia,Ethyl Icosapentate,1,0,0,证据不足,NCT04239950,ethyl icosapentate,0,0
Severe hypertriglyceridaemia,Evinacumab,1,0,0,证据不足,NCT06500598,evinacumab,0,1
Severe hypertriglyceridaemia,evinacumab,2,0,2,禁忌信号,NCT03452228|NCT04863014,evinacumab,0,1
Severe hypertriglyceridaemia,Fenofibrate,4,0,0,证据不足,NCT01594983|NCT03001817|NCT03011450|NCT05883865,fenofibrate,0,0
Severe hypertriglyceridaemia,Fish Oil,1,0,0,证据不足,NCT01594983,fish oil,0,0
Severe hypertriglyceridaemia,Gemcabene,1,1,1,可能适应症且需注意安全,NCT02944383,gemcabene,1,0
Severe hypertriglyceridaemia,Insulin,1,0,0,证据不足,NCT03501680,insulin,0,0
Severe hypertriglyceridaemia,ISIS apoC-III Rx,1,0,0,证据不足,NCT01529424,isis apoc-iii rx,0,0
Severe hypertriglyceridaemia,K-877,2,2,0,适应症线索,NCT03001817|NCT03011450,k-877,1,0
Severe hypertriglyceridaemia,LCQ908,2,0,0,证据不足,NCT01146522|NCT01594983,lcq908,0,0
Severe hypertriglyceridaemia,Lovaza,1,0,0,证据不足,NCT02189252,lovaza,0,0
Severe hypertriglyceridaemia,Lovaza (4 g) and Epanova (4 g),1,0,0,证据不足,NCT01208961,epanova () + lovaza (),0,0
Severe hypertriglyceridaemia,MAT9001 (omega-3 pentaenoic acid),1,0,0,证据不足,NCT04662528,mat9001,0,0
Severe hypertriglyceridaemia,Metformin Eicosapentaenoate,1,0,0,证据不足,NCT02113163,metformin eicosapentaenoate,0,0
Severe hypertriglyceridaemia,Metformin HCl and Vascepa,1,0,0,证据不足,NCT02113163,metformin hcl + vascepa,0,0
Severe hypertriglyceridaemia,mibavademab,1,0,0,证据不足,NCT06548100,mibavademab,0,0
Severe hypertriglyceridaemia,Olezarsen,5,0,0,证据不足,NCT05079919|NCT05355402|NCT05552326|NCT05610280|NCT05681351,olezarsen,0,0
Severe hypertriglyceridaemia,Olive Oil,1,1,0,适应症线索,NCT02009865,olive oil,1,0
Severe hypertriglyceridaemia,omefas,1,1,1,可能适应症且需注意安全,NCT01242527,omefas,1,0
Severe hypertriglyceridaemia,Omega-3-Acid Ethyl Esters 90 Soft Capsules,1,0,0,证据不足,NCT02625870,omega-3-acid ethyl esters 90 soft capsules,0,0
Severe hypertriglyceridaemia,Pegozafermin,2,1,1,可能适应症且需注意安全,NCT04541186|NCT05852431,pegozafermin,1,0
Severe hypertriglyceridaemia,Placebo (for Fenofibrate),1,0,0,证据不足,NCT03001817,placebo,0,0
Severe hypertriglyceridaemia,Placebo (for K-877),2,0,0,证据不足,NCT03001817|NCT03011450,placebo,0,0
Severe hypertriglyceridaemia,Placebo of fenofibrate,1,0,0,证据不足,NCT01594983,placebo of fenofibrate,0,0
Severe hypertriglyceridaemia,Placebo of fish oil,1,0,0,证据不足,NCT01594983,placebo of fish oil,0,0
Severe hypertriglyceridaemia,Placebo of LCQ908,1,0,0,证据不足,NCT01594983,placebo of lcq908,0,0
Severe hypertriglyceridaemia,Plozasiran,1,0,0,证据不足,NCT06880770,plozasiran,0,0
Severe hypertriglyceridaemia,Plozasiran Injection,2,0,0,证据不足,NCT06347003|NCT06347016,plozasiran injection,0,0
Severe hypertriglyceridaemia,SC401B 2 capsules,1,0,0,证据不足,NCT01997268,sc401b 2 capsules,0,0
Severe hypertriglyceridaemia,SC401B 4 capsules,1,0,0,证据不足,NCT01997268,sc401b 4 capsules,0,0
Severe hypertriglyceridaemia,SC401B 6 capsules,1,0,0,证据不足,NCT01997268,sc401b 6 capsules,0,0
Severe hypertriglyceridaemia,sterile normal saline (0.9% NaCl),1,0,0,证据不足,NCT03783377,sterile normal saline (0.9% nacl),0,0
